Source;Target;Type;id;label;timeset;weight;relation
307;471;Directed;22252;;;1.0;2.0
1472;115;Directed;22253;;;1.0;1.0
4489;1306;Directed;22254;;;1.0;2.0
15635;15635;Directed;22255;;;2.0;0.0
19224;3624;Directed;22256;;;1.0;2.0
307;476;Directed;22257;;;1.0;1.0
3635;3631;Directed;22258;;;1.0;2.0
1800;4579;Directed;22259;;;1.0;1.0
3340;19307;Directed;22260;;;2.0;2.0
18840;18840;Directed;22261;;;3.0;0.0
19637;6289;Directed;22262;;;1.0;2.0
4108;9099;Directed;22263;;;7.0;1.0
15288;16651;Directed;22264;;;1.0;2.0
1369;4387;Directed;22265;;;1.0;0.0
20909;630;Directed;22266;;;1.0;0.0
6473;107;Directed;22267;;;1.0;2.0
6619;5762;Directed;22268;;;1.0;2.0
11691;9943;Directed;22269;;;1.0;2.0
14750;4108;Directed;22270;;;1.0;1.0
543;3632;Directed;22271;;;1.0;2.0
872;6132;Directed;22272;;;1.0;1.0
19493;16651;Directed;22273;;;6.0;1.0
16927;17520;Directed;22274;;;1.0;0.0
7994;540;Directed;22275;;;1.0;2.0
8384;5144;Directed;22276;;;2.0;2.0
4641;4663;Directed;22277;;;1.0;0.0
368;1122;Directed;22278;;;2.0;1.0
15195;5144;Directed;22279;;;3.0;2.0
5356;4821;Directed;22280;;;1.0;2.0
6096;5148;Directed;22281;;;1.0;2.0
10393;8972;Directed;22282;;;1.0;0.0
1325;15051;Directed;22283;;;1.0;1.0
4697;20141;Directed;22284;;;1.0;2.0
19146;16651;Directed;22285;;;2.0;2.0
9050;19099;Directed;22286;;;1.0;2.0
3989;3827;Directed;22287;;;1.0;2.0
5202;1306;Directed;22288;;;1.0;2.0
14946;3059;Directed;22289;;;1.0;1.0
8732;8733;Directed;22290;;;1.0;0.0
5343;14629;Directed;22291;;;1.0;2.0
15513;10294;Directed;22292;;;1.0;2.0
20536;3340;Directed;22293;;;1.0;2.0
4833;3827;Directed;22294;;;1.0;1.0
1435;1435;Directed;22295;;;7.0;1.0
8644;6511;Directed;22296;;;1.0;2.0
408;4579;Directed;22297;;;2.0;1.0
1122;5762;Directed;22298;;;1.0;1.0
4747;19277;Directed;22299;;;2.0;1.0
8218;13338;Directed;22300;;;5.0;1.0
11626;17204;Directed;22301;;;1.0;0.0
22459;22057;Directed;22302;;;1.0;2.0
307;444;Directed;22303;;;3.0;1.0
15350;13496;Directed;22304;;;1.0;2.0
6918;6918;Directed;22305;;;5.0;1.0
5035;3340;Directed;22306;;;6.0;2.0
8200;5144;Directed;22307;;;2.0;2.0
872;6194;Directed;22308;;;1.0;1.0
570;8402;Directed;22309;;;1.0;0.0
4557;3523;Directed;22310;;;1.0;2.0
430;1533;Directed;22311;;;1.0;2.0
9503;17488;Directed;22312;;;1.0;0.0
16754;6307;Directed;22313;;;1.0;2.0
4821;1306;Directed;22314;;;1.0;1.0
750;3340;Directed;22315;;;1.0;2.0
23198;16299;Directed;22316;;;2.0;2.0
307;430;Directed;22317;;;2.0;1.0
8636;3340;Directed;22318;;;1.0;2.0
3061;3340;Directed;22319;;;3.0;1.0
17489;10456;Directed;22320;;;1.0;2.0
4283;5066;Directed;22321;;;1.0;0.0
9020;15499;Directed;22322;;;1.0;2.0
21194;16560;Directed;22323;;;1.0;2.0
1763;6422;Directed;22324;;;1.0;1.0
22428;22428;Directed;22325;;;1.0;0.0
4717;13072;Directed;22326;;;2.0;1.0
5005;9943;Directed;22327;;;3.0;1.0
3175;115;Directed;22328;;;1.0;2.0
21218;22452;Directed;22329;;;1.0;2.0
1710;3340;Directed;22330;;;2.0;1.0
5928;4821;Directed;22331;;;1.0;1.0
1472;107;Directed;22332;;;1.0;1.0
4054;338;Directed;22333;;;2.0;2.0
11652;19099;Directed;22334;;;1.0;1.0
3460;4833;Directed;22335;;;1.0;1.0
15195;14826;Directed;22336;;;2.0;2.0
4747;9891;Directed;22337;;;1.0;2.0
5148;4109;Directed;22338;;;1.0;1.0
5148;4108;Directed;22339;;;2.0;1.0
9439;1320;Directed;22340;;;2.0;2.0
14849;1458;Directed;22341;;;1.0;2.0
15957;15968;Directed;22342;;;1.0;0.0
9648;86;Directed;22343;;;1.0;2.0
20152;15878;Directed;22344;;;1.0;2.0
4108;866;Directed;22345;;;1.0;2.0
940;430;Directed;22346;;;1.0;2.0
9494;8135;Directed;22347;;;1.0;0.0
1419;389;Directed;22348;;;1.0;2.0
10184;1590;Directed;22349;;;1.0;1.0
17201;1306;Directed;22350;;;1.0;2.0
13487;13487;Directed;22351;;;2.0;0.0
203;4109;Directed;22352;;;1.0;1.0
20642;9943;Directed;22353;;;2.0;1.0
4811;3553;Directed;22354;;;1.0;2.0
5888;3340;Directed;22355;;;2.0;2.0
430;29;Directed;22356;;;1.0;1.0
8055;3776;Directed;22357;;;1.0;2.0
16015;16651;Directed;22358;;;1.0;2.0
2995;1813;Directed;22359;;;1.0;2.0
8834;3624;Directed;22360;;;1.0;2.0
6202;1590;Directed;22361;;;1.0;1.0
8656;9389;Directed;22362;;;1.0;0.0
828;239;Directed;22363;;;1.0;2.0
3141;6061;Directed;22364;;;1.0;1.0
430;12;Directed;22365;;;1.0;1.0
16339;15695;Directed;22366;;;1.0;2.0
3340;658;Directed;22367;;;3.0;1.0
658;20850;Directed;22368;;;1.0;2.0
8084;1231;Directed;22369;;;1.0;2.0
19990;948;Directed;22370;;;2.0;2.0
1620;9128;Directed;22371;;;1.0;0.0
4108;848;Directed;22372;;;2.0;2.0
9722;15878;Directed;22373;;;1.0;2.0
20865;16651;Directed;22374;;;2.0;2.0
3074;1590;Directed;22375;;;2.0;2.0
5198;14826;Directed;22376;;;2.0;1.0
17364;16651;Directed;22377;;;1.0;2.0
205;925;Directed;22378;;;1.0;2.0
1460;1697;Directed;22379;;;1.0;2.0
6;11716;Directed;22380;;;2.0;2.0
23451;23451;Directed;22381;;;1.0;0.0
239;1122;Directed;22382;;;1.0;1.0
8129;86;Directed;22383;;;2.0;1.0
430;43;Directed;22384;;;2.0;1.0
3146;1590;Directed;22385;;;2.0;2.0
6780;5148;Directed;22386;;;1.0;2.0
16637;5144;Directed;22387;;;1.0;2.0
17511;5144;Directed;22388;;;1.0;2.0
4026;3971;Directed;22389;;;4.0;2.0
3894;3615;Directed;22390;;;1.0;2.0
491;1306;Directed;22391;;;1.0;2.0
15051;1306;Directed;22392;;;1.0;1.0
4717;4747;Directed;22393;;;1.0;1.0
338;8224;Directed;22394;;;1.0;2.0
15336;5148;Directed;22395;;;2.0;2.0
9943;5851;Directed;22396;;;1.0;1.0
5198;14817;Directed;22397;;;1.0;2.0
658;1757;Directed;22398;;;1.0;1.0
15336;5144;Directed;22399;;;1.0;2.0
1409;1450;Directed;22400;;;1.0;2.0
5596;1306;Directed;22401;;;1.0;2.0
5700;11736;Directed;22402;;;1.0;1.0
3025;948;Directed;22403;;;1.0;2.0
8696;5144;Directed;22404;;;1.0;2.0
9107;5198;Directed;22405;;;2.0;2.0
9796;5144;Directed;22406;;;1.0;2.0
21593;21610;Directed;22407;;;1.0;0.0
3363;948;Directed;22408;;;1.0;2.0
20962;19521;Directed;22409;;;1.0;2.0
1278;1136;Directed;22410;;;7.0;1.0
5212;9195;Directed;22411;;;1.0;0.0
1856;806;Directed;22412;;;1.0;1.0
377;377;Directed;22413;;;1.0;0.0
5729;14735;Directed;22414;;;4.0;1.0
23455;3340;Directed;22415;;;1.0;2.0
3340;680;Directed;22416;;;1.0;1.0
5676;6380;Directed;22417;;;1.0;2.0
3558;1320;Directed;22418;;;4.0;2.0
9107;5144;Directed;22419;;;2.0;2.0
15317;5755;Directed;22420;;;1.0;2.0
405;96;Directed;22421;;;1.0;2.0
609;1122;Directed;22422;;;3.0;1.0
19521;19507;Directed;22423;;;1.0;1.0
22887;22033;Directed;22424;;;3.0;2.0
3751;4199;Directed;22425;;;1.0;1.0
4932;8161;Directed;22426;;;1.0;2.0
9370;577;Directed;22427;;;1.0;2.0
5100;4108;Directed;22428;;;1.0;1.0
3703;86;Directed;22429;;;3.0;1.0
8105;86;Directed;22430;;;4.0;1.0
3178;1590;Directed;22431;;;2.0;2.0
20853;16299;Directed;22432;;;3.0;2.0
16897;587;Directed;22433;;;3.0;2.0
1231;11841;Directed;22434;;;1.0;1.0
5784;3340;Directed;22435;;;2.0;1.0
6114;1136;Directed;22436;;;1.0;2.0
827;1757;Directed;22437;;;1.0;1.0
22650;4747;Directed;22438;;;2.0;2.0
3894;3624;Directed;22439;;;2.0;2.0
6183;540;Directed;22440;;;3.0;2.0
16548;948;Directed;22441;;;1.0;2.0
8039;3340;Directed;22442;;;1.0;2.0
16927;19650;Directed;22443;;;1.0;2.0
13277;4109;Directed;22444;;;1.0;2.0
4108;806;Directed;22445;;;2.0;1.0
1661;1661;Directed;22446;;;2.0;0.0
1409;1409;Directed;22447;;;1.0;0.0
10276;20381;Directed;22448;;;1.0;0.0
10193;3798;Directed;22449;;;1.0;1.0
288;112;Directed;22450;;;1.0;2.0
3624;540;Directed;22451;;;1.0;1.0
22315;22601;Directed;22452;;;1.0;0.0
23223;23223;Directed;22453;;;2.0;0.0
10193;15940;Directed;22454;;;1.0;1.0
307;389;Directed;22455;;;8.0;1.0
10490;461;Directed;22456;;;3.0;2.0
20149;15695;Directed;22457;;;1.0;2.0
46;389;Directed;22458;;;1.0;2.0
307;4101;Directed;22459;;;1.0;1.0
11647;3340;Directed;22460;;;8.0;2.0
13496;9829;Directed;22461;;;2.0;1.0
852;452;Directed;22462;;;1.0;1.0
8814;5784;Directed;22463;;;1.0;2.0
22887;22057;Directed;22464;;;1.0;2.0
16438;16438;Directed;22465;;;1.0;0.0
8559;8015;Directed;22466;;;1.0;2.0
602;1136;Directed;22467;;;1.0;1.0
239;1156;Directed;22468;;;1.0;2.0
1578;540;Directed;22469;;;1.0;1.0
3558;1306;Directed;22470;;;1.0;2.0
21643;3340;Directed;22471;;;1.0;2.0
3302;3624;Directed;22472;;;1.0;2.0
9107;5148;Directed;22473;;;1.0;2.0
4717;4717;Directed;22474;;;21.0;1.0
11541;9033;Directed;22475;;;1.0;2.0
3624;558;Directed;22476;;;2.0;1.0
8015;17001;Directed;22477;;;1.0;2.0
18904;16651;Directed;22478;;;2.0;2.0
3624;554;Directed;22479;;;2.0;1.0
338;8294;Directed;22480;;;1.0;1.0
6443;6501;Directed;22481;;;1.0;0.0
17118;12877;Directed;22482;;;1.0;2.0
1757;6208;Directed;22483;;;1.0;2.0
117;112;Directed;22484;;;1.0;1.0
117;117;Directed;22485;;;4.0;1.0
3012;3012;Directed;22486;;;1.0;0.0
461;4036;Directed;22487;;;1.0;2.0
389;223;Directed;22488;;;6.0;1.0
81;204;Directed;22489;;;1.0;1.0
8186;9516;Directed;22490;;;1.0;2.0
1839;3052;Directed;22491;;;2.0;2.0
6786;14552;Directed;22492;;;2.0;1.0
13148;14735;Directed;22493;;;1.0;1.0
3272;2938;Directed;22494;;;2.0;2.0
15919;9829;Directed;22495;;;1.0;2.0
4054;4228;Directed;22496;;;1.0;2.0
3737;444;Directed;22497;;;1.0;2.0
3558;3952;Directed;22498;;;1.0;2.0
8567;4747;Directed;22499;;;1.0;2.0
5531;6864;Directed;22500;;;1.0;0.0
15773;5755;Directed;22501;;;1.0;2.0
5857;10456;Directed;22502;;;1.0;2.0
1195;8517;Directed;22503;;;1.0;1.0
137;5198;Directed;22504;;;1.0;1.0
8697;3624;Directed;22505;;;1.0;2.0
3751;4168;Directed;22506;;;1.0;1.0
8866;3624;Directed;22507;;;1.0;2.0
8199;115;Directed;22508;;;1.0;2.0
87;3952;Directed;22509;;;2.0;1.0
3336;8979;Directed;22510;;;4.0;2.0
554;554;Directed;22511;;;15.0;1.0
11538;17439;Directed;22512;;;1.0;0.0
5399;87;Directed;22513;;;1.0;2.0
14904;3340;Directed;22514;;;2.0;2.0
17258;17258;Directed;22515;;;5.0;0.0
15957;13072;Directed;22516;;;2.0;2.0
1283;166;Directed;22517;;;1.0;1.0
3336;6307;Directed;22518;;;1.0;1.0
18817;14946;Directed;22519;;;1.0;2.0
8301;6307;Directed;22520;;;2.0;2.0
12887;4747;Directed;22521;;;1.0;2.0
3037;19493;Directed;22522;;;1.0;1.0
17202;17226;Directed;22523;;;1.0;2.0
3353;1231;Directed;22524;;;1.0;2.0
951;956;Directed;22525;;;1.0;2.0
5343;3465;Directed;22526;;;2.0;2.0
21307;3624;Directed;22527;;;1.0;2.0
14560;3553;Directed;22528;;;1.0;2.0
653;5762;Directed;22529;;;1.0;1.0
389;239;Directed;22530;;;2.0;1.0
19761;4747;Directed;22531;;;1.0;2.0
3703;5144;Directed;22532;;;8.0;1.0
6576;4025;Directed;22533;;;1.0;1.0
16326;17239;Directed;22534;;;4.0;2.0
3751;4101;Directed;22535;;;2.0;1.0
577;9268;Directed;22536;;;1.0;1.0
1195;8570;Directed;22537;;;2.0;1.0
21916;3340;Directed;22538;;;1.0;2.0
14946;5729;Directed;22539;;;1.0;1.0
19421;3632;Directed;22540;;;1.0;2.0
1045;1122;Directed;22541;;;1.0;2.0
19882;19893;Directed;22542;;;1.0;0.0
307;4168;Directed;22543;;;1.0;1.0
8014;1590;Directed;22544;;;1.0;1.0
22631;22640;Directed;22545;;;2.0;0.0
18914;948;Directed;22546;;;4.0;2.0
1368;6061;Directed;22547;;;1.0;1.0
20171;19277;Directed;22548;;;1.0;2.0
17423;9943;Directed;22549;;;1.0;2.0
3672;460;Directed;22550;;;1.0;2.0
5596;1320;Directed;22551;;;2.0;2.0
4629;3004;Directed;22552;;;1.0;0.0
12957;11841;Directed;22553;;;1.0;2.0
540;15098;Directed;22554;;;1.0;2.0
81;231;Directed;22555;;;2.0;1.0
1283;115;Directed;22556;;;1.0;1.0
19882;19882;Directed;22557;;;1.0;0.0
20806;13338;Directed;22558;;;2.0;2.0
22631;22651;Directed;22559;;;3.0;0.0
3657;15695;Directed;22560;;;1.0;1.0
9020;784;Directed;22561;;;1.0;1.0
9455;86;Directed;22562;;;1.0;2.0
81;222;Directed;22563;;;1.0;1.0
3325;1441;Directed;22564;;;1.0;2.0
10405;3624;Directed;22565;;;1.0;2.0
22712;3553;Directed;22566;;;3.0;2.0
1757;8889;Directed;22567;;;6.0;2.0
5466;5466;Directed;22568;;;1.0;1.0
21112;4747;Directed;22569;;;1.0;2.0
20638;18905;Directed;22570;;;1.0;2.0
3073;3072;Directed;22571;;;1.0;0.0
23427;948;Directed;22572;;;1.0;2.0
6353;14826;Directed;22573;;;1.0;2.0
16041;4747;Directed;22574;;;3.0;1.0
1182;115;Directed;22575;;;1.0;1.0
389;204;Directed;22576;;;3.0;1.0
9703;5144;Directed;22577;;;1.0;2.0
81;226;Directed;22578;;;1.0;1.0
673;3631;Directed;22579;;;1.0;1.0
1231;21244;Directed;22580;;;1.0;2.0
673;3632;Directed;22581;;;3.0;1.0
1610;1320;Directed;22582;;;2.0;2.0
1771;1320;Directed;22583;;;1.0;2.0
8652;3952;Directed;22584;;;1.0;2.0
16299;389;Directed;22585;;;3.0;1.0
14633;9943;Directed;22586;;;1.0;2.0
4949;20562;Directed;22587;;;1.0;0.0
21811;19493;Directed;22588;;;1.0;2.0
10257;14628;Directed;22589;;;1.0;2.0
14852;14946;Directed;22590;;;4.0;1.0
3615;9943;Directed;22591;;;3.0;1.0
15450;14826;Directed;22592;;;1.0;2.0
3479;5762;Directed;22593;;;1.0;2.0
16927;17053;Directed;22594;;;2.0;0.0
81;219;Directed;22595;;;3.0;1.0
338;8279;Directed;22596;;;1.0;2.0
22631;22631;Directed;22597;;;6.0;0.0
19818;948;Directed;22598;;;1.0;1.0
21180;12877;Directed;22599;;;1.0;2.0
1857;137;Directed;22600;;;1.0;2.0
15569;5198;Directed;22601;;;1.0;2.0
81;166;Directed;22602;;;1.0;1.0
20590;5198;Directed;22603;;;1.0;2.0
577;912;Directed;22604;;;1.0;2.0
5275;3624;Directed;22605;;;1.0;2.0
11675;5018;Directed;22606;;;1.0;2.0
1315;1210;Directed;22607;;;1.0;2.0
10453;948;Directed;22608;;;1.0;2.0
4130;3952;Directed;22609;;;2.0;2.0
9636;3703;Directed;22610;;;1.0;2.0
21684;9943;Directed;22611;;;1.0;2.0
11657;5755;Directed;22612;;;1.0;1.0
5144;9317;Directed;22613;;;1.0;2.0
5144;9315;Directed;22614;;;3.0;2.0
13332;9943;Directed;22615;;;2.0;2.0
10139;3703;Directed;22616;;;1.0;2.0
8869;4747;Directed;22617;;;1.0;2.0
10045;107;Directed;22618;;;1.0;1.0
9512;5762;Directed;22619;;;1.0;2.0
10401;14815;Directed;22620;;;2.0;1.0
4553;4199;Directed;22621;;;1.0;2.0
301;3986;Directed;22622;;;1.0;2.0
4794;1320;Directed;22623;;;1.0;2.0
20071;9943;Directed;22624;;;1.0;2.0
21135;3703;Directed;22625;;;5.0;2.0
19388;4833;Directed;22626;;;1.0;2.0
1113;3632;Directed;22627;;;1.0;2.0
5475;5148;Directed;22628;;;1.0;2.0
2999;11538;Directed;22629;;;1.0;2.0
766;14587;Directed;22630;;;2.0;1.0
6683;3340;Directed;22631;;;1.0;2.0
9539;3703;Directed;22632;;;1.0;2.0
16651;21380;Directed;22633;;;3.0;2.0
1693;1590;Directed;22634;;;1.0;2.0
680;166;Directed;22635;;;1.0;1.0
5516;3615;Directed;22636;;;1.0;2.0
86;5405;Directed;22637;;;1.0;2.0
22631;22662;Directed;22638;;;1.0;0.0
1472;4108;Directed;22639;;;1.0;1.0
9915;4747;Directed;22640;;;1.0;1.0
3308;3308;Directed;22641;;;3.0;0.0
5917;6307;Directed;22642;;;1.0;1.0
6194;1578;Directed;22643;;;2.0;1.0
1373;9490;Directed;22644;;;1.0;2.0
3998;3570;Directed;22645;;;1.0;2.0
8966;4747;Directed;22646;;;1.0;2.0
81;137;Directed;22647;;;1.0;1.0
18860;19507;Directed;22648;;;1.0;1.0
5144;9356;Directed;22649;;;1.0;2.0
3441;784;Directed;22650;;;1.0;2.0
12948;5198;Directed;22651;;;1.0;2.0
23414;23416;Directed;22652;;;1.0;0.0
19394;3340;Directed;22653;;;1.0;2.0
1472;4101;Directed;22654;;;1.0;1.0
17489;12934;Directed;22655;;;1.0;0.0
9183;8517;Directed;22656;;;1.0;2.0
19320;19320;Directed;22657;;;1.0;0.0
15235;14735;Directed;22658;;;1.0;2.0
16132;3624;Directed;22659;;;1.0;2.0
3989;3989;Directed;22660;;;1.0;0.0
9811;4747;Directed;22661;;;1.0;2.0
13238;9943;Directed;22662;;;1.0;1.0
5144;9366;Directed;22663;;;1.0;2.0
22628;23659;Directed;22664;;;1.0;2.0
12984;4747;Directed;22665;;;1.0;2.0
14826;14735;Directed;22666;;;6.0;1.0
680;152;Directed;22667;;;1.0;1.0
6962;6967;Directed;22668;;;1.0;2.0
13102;8539;Directed;22669;;;1.0;0.0
19412;1486;Directed;22670;;;1.0;2.0
20399;5018;Directed;22671;;;3.0;2.0
680;146;Directed;22672;;;2.0;1.0
22410;3553;Directed;22673;;;1.0;2.0
835;20291;Directed;22674;;;1.0;2.0
8930;6511;Directed;22675;;;1.0;2.0
21693;21844;Directed;22676;;;1.0;0.0
3713;5762;Directed;22677;;;1.0;2.0
19199;19199;Directed;22678;;;1.0;0.0
15799;5144;Directed;22679;;;2.0;2.0
1856;1856;Directed;22680;;;11.0;1.0
16413;9943;Directed;22681;;;1.0;2.0
21729;12877;Directed;22682;;;1.0;2.0
6009;16651;Directed;22683;;;2.0;1.0
22807;1306;Directed;22684;;;1.0;2.0
69;653;Directed;22685;;;1.0;1.0
12958;11631;Directed;22686;;;1.0;2.0
18914;4240;Directed;22687;;;1.0;2.0
3713;5755;Directed;22688;;;1.0;2.0
14826;14741;Directed;22689;;;1.0;2.0
9703;5198;Directed;22690;;;1.0;2.0
5369;5491;Directed;22691;;;1.0;2.0
8656;15460;Directed;22692;;;1.0;0.0
13100;3340;Directed;22693;;;1.0;2.0
22305;231;Directed;22694;;;1.0;2.0
9469;5144;Directed;22695;;;1.0;2.0
342;279;Directed;22696;;;1.0;2.0
3952;10456;Directed;22697;;;1.0;1.0
1373;9448;Directed;22698;;;1.0;1.0
9943;18868;Directed;22699;;;3.0;2.0
81;184;Directed;22700;;;1.0;1.0
10456;3971;Directed;22701;;;2.0;1.0
7988;6511;Directed;22702;;;1.0;2.0
22220;19521;Directed;22703;;;1.0;2.0
20784;19493;Directed;22704;;;1.0;2.0
9943;18860;Directed;22705;;;1.0;1.0
1033;997;Directed;22706;;;1.0;2.0
6759;28;Directed;22707;;;1.0;2.0
10411;4747;Directed;22708;;;1.0;2.0
8644;8644;Directed;22709;;;6.0;0.0
1070;6918;Directed;22710;;;2.0;1.0
1486;1882;Directed;22711;;;1.0;2.0
4477;15271;Directed;22712;;;1.0;0.0
6786;14587;Directed;22713;;;1.0;1.0
6125;6125;Directed;22714;;;3.0;0.0
11686;3340;Directed;22715;;;1.0;2.0
12877;14587;Directed;22716;;;1.0;1.0
14841;9943;Directed;22717;;;1.0;2.0
81;177;Directed;22718;;;2.0;1.0
23390;3340;Directed;22719;;;1.0;2.0
10294;14553;Directed;22720;;;1.0;1.0
10294;14552;Directed;22721;;;1.0;1.0
1320;3336;Directed;22722;;;1.0;1.0
680;112;Directed;22723;;;1.0;1.0
81;19848;Directed;22724;;;1.0;2.0
1320;3340;Directed;22725;;;19.0;1.0
680;115;Directed;22726;;;4.0;1.0
17541;948;Directed;22727;;;1.0;2.0
69;629;Directed;22728;;;1.0;1.0
8576;4261;Directed;22729;;;1.0;0.0
19868;19868;Directed;22730;;;1.0;0.0
5475;5187;Directed;22731;;;1.0;0.0
15796;12877;Directed;22732;;;1.0;2.0
8628;8186;Directed;22733;;;1.0;2.0
430;1202;Directed;22734;;;1.0;1.0
15048;11736;Directed;22735;;;1.0;2.0
3599;3599;Directed;22736;;;2.0;0.0
3599;3597;Directed;22737;;;1.0;0.0
16835;5198;Directed;22738;;;1.0;2.0
307;368;Directed;22739;;;2.0;1.0
9943;16226;Directed;22740;;;1.0;2.0
5387;9943;Directed;22741;;;1.0;2.0
19516;10456;Directed;22742;;;2.0;2.0
9943;16221;Directed;22743;;;2.0;2.0
19521;19541;Directed;22744;;;1.0;2.0
3982;3982;Directed;22745;;;1.0;0.0
3982;1320;Directed;22746;;;1.0;2.0
3998;107;Directed;22747;;;1.0;2.0
15370;9943;Directed;22748;;;1.0;2.0
8845;8517;Directed;22749;;;1.0;2.0
17527;9943;Directed;22750;;;2.0;2.0
8835;14826;Directed;22751;;;2.0;1.0
15574;10456;Directed;22752;;;1.0;2.0
3749;3340;Directed;22753;;;1.0;2.0
9910;9943;Directed;22754;;;2.0;1.0
9879;3553;Directed;22755;;;1.0;2.0
10456;1306;Directed;22756;;;3.0;1.0
1472;233;Directed;22757;;;1.0;2.0
5148;8894;Directed;22758;;;1.0;2.0
3058;1231;Directed;22759;;;1.0;2.0
17417;948;Directed;22760;;;2.0;2.0
8051;6759;Directed;22761;;;3.0;0.0
8177;9943;Directed;22762;;;1.0;2.0
19432;17325;Directed;22763;;;2.0;2.0
20479;19203;Directed;22764;;;1.0;2.0
9731;15097;Directed;22765;;;2.0;1.0
13369;1648;Directed;22766;;;1.0;0.0
205;9501;Directed;22767;;;1.0;2.0
23466;16299;Directed;22768;;;1.0;2.0
13100;17116;Directed;22769;;;1.0;0.0
22047;4747;Directed;22770;;;2.0;2.0
6314;6586;Directed;22771;;;1.0;2.0
9897;6511;Directed;22772;;;2.0;2.0
12876;6307;Directed;22773;;;3.0;2.0
1278;1166;Directed;22774;;;2.0;1.0
207;1231;Directed;22775;;;1.0;2.0
19521;19521;Directed;22776;;;13.0;1.0
827;827;Directed;22777;;;3.0;1.0
5502;4108;Directed;22778;;;4.0;2.0
5430;5430;Directed;22779;;;2.0;0.0
10490;19650;Directed;22780;;;1.0;1.0
22932;22829;Directed;22781;;;1.0;0.0
19538;3340;Directed;22782;;;1.0;2.0
17286;9943;Directed;22783;;;1.0;2.0
3989;3952;Directed;22784;;;1.0;2.0
20565;13102;Directed;22785;;;2.0;2.0
16041;17367;Directed;22786;;;1.0;2.0
15569;5144;Directed;22787;;;1.0;2.0
19657;16866;Directed;22788;;;3.0;2.0
20256;8202;Directed;22789;;;1.0;2.0
1841;69;Directed;22790;;;1.0;2.0
770;28;Directed;22791;;;1.0;2.0
19305;11841;Directed;22792;;;1.0;2.0
9748;21380;Directed;22793;;;1.0;0.0
6703;4109;Directed;22794;;;2.0;1.0
3982;3971;Directed;22795;;;3.0;2.0
20676;1590;Directed;22796;;;1.0;2.0
1667;5762;Directed;22797;;;2.0;1.0
4720;115;Directed;22798;;;1.0;2.0
4641;4551;Directed;22799;;;1.0;2.0
3930;3460;Directed;22800;;;1.0;2.0
19421;19432;Directed;22801;;;1.0;2.0
15945;9943;Directed;22802;;;2.0;2.0
9910;9910;Directed;22803;;;11.0;1.0
5148;6202;Directed;22804;;;4.0;1.0
18823;3340;Directed;22805;;;1.0;2.0
8592;5148;Directed;22806;;;1.0;1.0
1892;948;Directed;22807;;;1.0;2.0
577;953;Directed;22808;;;1.0;1.0
8592;5144;Directed;22809;;;1.0;1.0
5479;430;Directed;22810;;;1.0;1.0
1590;948;Directed;22811;;;3.0;1.0
577;948;Directed;22812;;;2.0;1.0
307;314;Directed;22813;;;2.0;2.0
6529;3340;Directed;22814;;;1.0;2.0
19421;19421;Directed;22815;;;2.0;0.0
17429;12877;Directed;22816;;;1.0;2.0
745;68;Directed;22817;;;1.0;2.0
6609;784;Directed;22818;;;1.0;2.0
15648;3340;Directed;22819;;;1.0;2.0
8015;806;Directed;22820;;;2.0;1.0
1673;4291;Directed;22821;;;1.0;0.0
3340;19223;Directed;22822;;;1.0;2.0
21887;1590;Directed;22823;;;1.0;2.0
8279;1590;Directed;22824;;;1.0;2.0
8756;3971;Directed;22825;;;1.0;2.0
9138;15524;Directed;22826;;;1.0;0.0
22558;9943;Directed;22827;;;1.0;2.0
19044;16651;Directed;22828;;;3.0;2.0
307;307;Directed;22829;;;42.0;1.0
816;444;Directed;22830;;;1.0;1.0
5018;21218;Directed;22831;;;1.0;1.0
21860;19716;Directed;22832;;;1.0;0.0
2945;948;Directed;22833;;;1.0;2.0
15973;9829;Directed;22834;;;2.0;2.0
577;973;Directed;22835;;;1.0;1.0
658;1710;Directed;22836;;;1.0;1.0
20590;5144;Directed;22837;;;1.0;2.0
952;389;Directed;22838;;;1.0;2.0
4747;10350;Directed;22839;;;1.0;2.0
3583;1320;Directed;22840;;;1.0;1.0
15144;9943;Directed;22841;;;1.0;2.0
8129;6543;Directed;22842;;;2.0;1.0
5479;460;Directed;22843;;;1.0;1.0
5304;4025;Directed;22844;;;1.0;2.0
11661;10001;Directed;22845;;;1.0;2.0
22346;15695;Directed;22846;;;1.0;2.0
15878;16347;Directed;22847;;;2.0;2.0
12899;15321;Directed;22848;;;1.0;2.0
1435;1590;Directed;22849;;;1.0;1.0
6703;6703;Directed;22850;;;5.0;1.0
14629;3624;Directed;22851;;;4.0;1.0
5411;6314;Directed;22852;;;1.0;2.0
1519;1231;Directed;22853;;;1.0;2.0
9222;8161;Directed;22854;;;1.0;2.0
18708;19521;Directed;22855;;;2.0;2.0
6800;239;Directed;22856;;;1.0;2.0
1609;4139;Directed;22857;;;1.0;1.0
3340;4717;Directed;22858;;;1.0;1.0
4109;10401;Directed;22859;;;1.0;1.0
9943;5755;Directed;22860;;;2.0;1.0
16104;16104;Directed;22861;;;1.0;0.0
3161;948;Directed;22862;;;1.0;2.0
5596;3827;Directed;22863;;;1.0;2.0
1278;3624;Directed;22864;;;1.0;1.0
5026;3340;Directed;22865;;;1.0;2.0
1278;3631;Directed;22866;;;1.0;1.0
1278;3632;Directed;22867;;;3.0;1.0
